"emp_no","first_name","last_name","title","from_date","to_date"
239481,"Youjian","Winter","Senior Engineer","1995-04-14","9999-01-01"
239482,"Duri","Burnard","Senior Staff","1996-05-22","9999-01-01"
239482,"Duri","Burnard","Staff","1987-05-23","1996-05-22"
239490,"Weiwu","Goodrum","Engineer","1994-05-04","1999-05-04"
239490,"Weiwu","Goodrum","Senior Engineer","1999-05-04","9999-01-01"
239494,"Ramachenga","Stifter","Senior Staff","1991-02-15","9999-01-01"
239494,"Ramachenga","Stifter","Staff","1985-02-15","1991-02-15"
239495,"Saeed","Stemann","Senior Staff","1995-08-15","9999-01-01"
239495,"Saeed","Stemann","Staff","1987-08-15","1995-08-15"
239496,"Teiji","Socorro","Engineer","1993-09-10","1997-01-22"
239499,"Bouchung","Zedlitz","Senior Staff","1992-10-25","9999-01-01"
239499,"Bouchung","Zedlitz","Staff","1985-10-25","1992-10-25"
239503,"Clyde","Schauser","Engineer","1985-09-15","1991-09-15"
239503,"Clyde","Schauser","Senior Engineer","1991-09-15","9999-01-01"
239507,"Cullen","Veccia","Engineer","1995-05-18","2002-05-18"
239507,"Cullen","Veccia","Senior Engineer","2002-05-18","9999-01-01"
239513,"Takushi","Piveteau","Engineer","1986-03-11","1992-11-03"
239525,"Zhilian","Rabehasaina","Engineer","1996-04-15","9999-01-01"
239528,"Huican","Schwabacher","Engineer","1988-11-30","1994-11-30"
239528,"Huican","Schwabacher","Senior Engineer","1994-11-30","1995-11-12"
239531,"Leif","Falster","Senior Staff","1992-03-12","9999-01-01"
239535,"Alselm","Crooks","Senior Engineer","1991-02-22","9999-01-01"
239537,"Valter","Thummel","Engineer","1991-07-03","2000-07-02"
239537,"Valter","Thummel","Senior Engineer","2000-07-02","9999-01-01"
239539,"Shaz","Hedayat","Assistant Engineer","1996-06-02","9999-01-01"
239544,"Patricia","Milicic","Senior Engineer","1995-03-21","1999-05-29"
239546,"Perry","Ressouche","Technique Leader","1992-12-16","9999-01-01"
239550,"Pragnesh","Birnbaum","Senior Staff","1988-05-05","9999-01-01"
239556,"Gilbert","Irland","Assistant Engineer","1987-11-28","1994-11-28"
239556,"Gilbert","Irland","Engineer","1994-11-28","2001-11-28"
239556,"Gilbert","Irland","Senior Engineer","2001-11-28","9999-01-01"
239558,"Niclas","Beeson","Engineer","1990-06-07","1997-06-07"
239558,"Niclas","Beeson","Senior Engineer","1997-06-07","9999-01-01"
239562,"Frederique","Gomatam","Engineer","1991-09-29","1999-09-29"
239562,"Frederique","Gomatam","Senior Engineer","1999-09-29","9999-01-01"
239572,"Jayson","Tyugu","Staff","1997-07-07","9999-01-01"
239574,"Hauke","Staylopatis","Engineer","1989-09-08","1996-09-08"
239574,"Hauke","Staylopatis","Senior Engineer","1996-09-08","9999-01-01"
239576,"Jaewoo","Duclos","Staff","1996-12-02","9999-01-01"
239577,"Yonghong","Kossowski","Senior Staff","1998-05-02","9999-01-01"
239577,"Yonghong","Kossowski","Staff","1989-05-02","1998-05-02"
239586,"Kayoko","Unno","Senior Engineer","1987-10-12","9999-01-01"
239590,"Gladys","Luiz","Senior Staff","2000-08-31","9999-01-01"
239590,"Gladys","Luiz","Staff","1991-09-01","2000-08-31"
239591,"Mitchel","Reinhard","Assistant Engineer","1997-08-01","9999-01-01"
239594,"Radhika","Callaway","Engineer","1990-07-22","1998-07-22"
239594,"Radhika","Callaway","Senior Engineer","1998-07-22","9999-01-01"
239595,"Gay","Sommen","Senior Engineer","1997-06-20","9999-01-01"
239596,"Almudena","Takanami","Technique Leader","1985-05-09","1985-06-08"
239598,"Taiji","Rosch","Senior Staff","2000-09-19","9999-01-01"
239598,"Taiji","Rosch","Staff","1993-09-19","2000-09-19"
239601,"Wanqing","Millington","Senior Staff","1998-03-04","9999-01-01"
239601,"Wanqing","Millington","Staff","1991-03-04","1998-03-04"
239606,"Susanta","Brookman","Staff","1994-12-04","1999-08-20"
239607,"Gina","Oehlmann","Senior Staff","1998-02-20","9999-01-01"
239607,"Gina","Oehlmann","Staff","1990-02-20","1998-02-20"
239608,"Quingbo","Cardazo","Assistant Engineer","1994-04-22","1994-05-16"
239614,"Aron","Vecchi","Engineer","1989-08-09","1998-08-09"
239614,"Aron","Vecchi","Senior Engineer","1998-08-09","9999-01-01"
239616,"Chenyi","Benveniste","Technique Leader","1990-03-30","9999-01-01"
239621,"Josyula","Tzvieli","Assistant Engineer","1993-09-03","2000-03-10"
239628,"Maja","Imataki","Senior Staff","1993-09-06","1999-01-24"
239630,"Toshimori","Chappelet","Senior Engineer","1992-02-09","2000-11-21"
239641,"Yannik","Eickenmeyer","Senior Engineer","1990-06-28","9999-01-01"
239642,"Mara","Belinskaya","Assistant Engineer","1989-09-12","1994-09-12"
239642,"Mara","Belinskaya","Engineer","1994-09-12","1999-09-12"
239642,"Mara","Belinskaya","Senior Engineer","1999-09-12","9999-01-01"
239648,"Fun","Birsak","Senior Staff","2002-02-26","9999-01-01"
239648,"Fun","Birsak","Staff","1994-02-26","2002-02-26"
239650,"Yuuichi","Furudate","Engineer","1987-12-02","1995-12-02"
239650,"Yuuichi","Furudate","Senior Engineer","1995-12-02","9999-01-01"
239651,"Billie","Muchinsky","Assistant Engineer","1991-03-01","1995-11-05"
239653,"Elrique","Emmart","Senior Staff","1995-11-20","9999-01-01"
239653,"Elrique","Emmart","Staff","1986-11-20","1995-11-20"
239654,"Sachin","Aseltine","Senior Engineer","1999-09-15","9999-01-01"
239657,"Sachem","Pagter","Senior Staff","1996-06-12","1998-01-13"
239657,"Sachem","Pagter","Staff","1991-06-13","1996-06-12"
239661,"Georg","Czap","Senior Engineer","1990-07-13","9999-01-01"
239667,"Claude","Mayerwieser","Assistant Engineer","1988-02-18","1997-02-17"
239667,"Claude","Mayerwieser","Engineer","1997-02-17","1997-07-27"
239670,"Ulises","Rattan","Senior Engineer","1991-04-15","1993-12-21"
239671,"Koldo","Ranum","Senior Staff","1987-04-07","9999-01-01"
239674,"Dekang","Molenaar","Engineer","1995-02-04","2000-02-04"
239674,"Dekang","Molenaar","Senior Engineer","2000-02-04","9999-01-01"
239685,"Houman","Tagansky","Engineer","1999-06-25","9999-01-01"
239686,"Slavian","Penttonen","Technique Leader","1987-12-24","1990-12-15"
239689,"Susanta","Cooman","Staff","1994-11-01","9999-01-01"
239695,"Nathan","Thisen","Engineer","1990-10-10","1995-10-10"
239695,"Nathan","Thisen","Senior Engineer","1995-10-10","9999-01-01"
239697,"Arra","Grabner","Senior Staff","1989-08-27","1999-05-17"
239700,"Shigeichiro","Garnier","Senior Engineer","1990-06-10","9999-01-01"
239704,"Eldridge","Bernatsky","Engineer","1999-11-22","9999-01-01"
239709,"Tze","Zeleznik","Senior Staff","1989-09-13","1993-11-05"
239711,"Arun","Lagarias","Engineer","1987-12-23","1992-12-22"
239711,"Arun","Lagarias","Senior Engineer","1992-12-22","9999-01-01"
239713,"Barna","Kilgore","Engineer","1998-02-04","9999-01-01"
239718,"Shaunak","Docker","Senior Staff","1992-10-02","9999-01-01"
239718,"Shaunak","Docker","Staff","1985-10-02","1992-10-02"
239720,"Karoline","Pehl","Senior Engineer","1988-07-01","9999-01-01"
239721,"Ramzi","Crouzet","Senior Staff","1997-12-01","9999-01-01"
239721,"Ramzi","Crouzet","Staff","1988-12-01","1997-12-01"
239722,"Aemilian","Rindone","Engineer","1994-08-10","1999-08-10"
239722,"Aemilian","Rindone","Senior Engineer","1999-08-10","9999-01-01"
239724,"Ramachenga","Eugenio","Senior Staff","1993-06-18","9999-01-01"
239724,"Ramachenga","Eugenio","Staff","1987-06-19","1993-06-18"
239728,"Nalini","Bazzichi","Senior Staff","1999-01-10","2001-06-11"
239728,"Nalini","Bazzichi","Staff","1993-01-10","1999-01-10"
239729,"Lijie","Rousseau","Senior Staff","1995-01-21","9999-01-01"
239731,"Elvis","Setlzner","Senior Staff","1996-12-02","9999-01-01"
239731,"Elvis","Setlzner","Staff","1990-12-03","1996-12-02"
239735,"Marit","Bhattacharjee","Senior Staff","1999-07-01","9999-01-01"
239735,"Marit","Bhattacharjee","Staff","1991-07-01","1999-07-01"
239736,"Sajjan","Roison","Staff","1996-09-24","9999-01-01"
239738,"Arfst","Suessmith","Senior Staff","1999-12-28","9999-01-01"
239738,"Arfst","Suessmith","Staff","1990-12-28","1999-12-28"
239744,"Kristinn","Bahl","Assistant Engineer","1994-04-11","2000-04-10"
239744,"Kristinn","Bahl","Engineer","2000-04-10","2002-01-17"
239745,"Giao","Aingworth","Senior Staff","2000-01-30","9999-01-01"
239745,"Giao","Aingworth","Staff","1992-01-30","2000-01-30"
239749,"Limsoon","Barinka","Engineer","1995-02-15","9999-01-01"
239750,"Hugo","Collette","Senior Engineer","1995-07-27","9999-01-01"
239752,"Toshiko","Stanfel","Engineer","1995-06-01","9999-01-01"
239755,"Chinhyun","Bage","Assistant Engineer","1996-12-18","9999-01-01"
239756,"Leif","Coors","Engineer","1999-05-25","9999-01-01"
239760,"Arie","Codenie","Senior Staff","1999-03-20","9999-01-01"
239760,"Arie","Codenie","Staff","1993-03-20","1999-03-20"
239762,"Kamakshi","Szemeredi","Engineer","1986-01-20","1994-01-20"
239762,"Kamakshi","Szemeredi","Senior Engineer","1994-01-20","9999-01-01"
239771,"Hitomi","Plump","Senior Staff","2000-02-17","9999-01-01"
239771,"Hitomi","Plump","Staff","1993-02-16","2000-02-17"
239779,"Niteen","Haumacher","Senior Engineer","1999-06-23","9999-01-01"
239780,"Sajjad","Guenter","Engineer","1991-07-08","2000-07-07"
239780,"Sajjad","Guenter","Senior Engineer","2000-07-07","9999-01-01"
239782,"Indrajit","Shackel","Senior Staff","1990-11-12","9999-01-01"
239782,"Indrajit","Shackel","Staff","1985-11-12","1990-11-12"
239785,"Martial","Lortz","Senior Engineer","1999-11-19","9999-01-01"
239786,"Mang","Lamparter","Senior Staff","1998-06-17","2001-01-11"
239786,"Mang","Lamparter","Staff","1991-06-17","1998-06-17"
239789,"Kankanahalli","Schoegge","Senior Engineer","1993-05-04","9999-01-01"
239790,"Hsiangchu","Deverell","Staff","1996-11-28","9999-01-01"
239798,"Uzi","Trystram","Senior Staff","1991-10-18","9999-01-01"
239798,"Uzi","Trystram","Staff","1986-10-18","1991-10-18"
239799,"Marin","Rossi","Senior Staff","2001-04-28","9999-01-01"
239799,"Marin","Rossi","Staff","1996-04-28","2001-04-28"
239802,"Elvis","Isard","Senior Staff","1994-11-11","9999-01-01"
239802,"Elvis","Isard","Staff","1985-11-11","1994-11-11"
239806,"Byong","Kadhim","Senior Staff","1991-02-09","9999-01-01"
239806,"Byong","Kadhim","Staff","1986-02-09","1991-02-09"
239808,"Kitty","Stassinopoulos","Engineer","1989-03-21","1998-03-21"
239808,"Kitty","Stassinopoulos","Senior Engineer","1998-03-21","9999-01-01"
239809,"Naraig","Baaz","Senior Engineer","1994-10-04","9999-01-01"
239812,"Aamod","Staylopatis","Senior Engineer","1999-12-27","9999-01-01"
239814,"Babette","Feinberg","Senior Staff","1993-03-29","1999-10-01"
239814,"Babette","Feinberg","Staff","1985-03-29","1993-03-29"
239818,"Phuoc","Radivojevic","Senior Staff","2000-03-11","9999-01-01"
239818,"Phuoc","Radivojevic","Staff","1993-03-11","2000-03-11"
239821,"Dinkar","Ramras","Assistant Engineer","1998-08-14","9999-01-01"
239823,"Krassimir","Ibel","Staff","1994-05-25","9999-01-01"
239826,"Kazuhiko","Melski","Engineer","1997-03-19","1999-03-12"
239831,"Miyeon","Diderrich","Senior Staff","1993-07-24","9999-01-01"
239831,"Miyeon","Diderrich","Staff","1985-07-24","1993-07-24"
239832,"Akhilish","Kakkar","Senior Staff","1990-10-18","9999-01-01"
239832,"Akhilish","Kakkar","Staff","1985-10-18","1990-10-18"
239833,"Itzchak","Gimbel","Senior Staff","2001-08-31","2001-11-03"
239833,"Itzchak","Gimbel","Staff","1994-08-31","2001-08-31"
239836,"Alper","Bugrara","Engineer","1997-06-04","9999-01-01"
239837,"Koldo","Benaini","Staff","1996-05-03","9999-01-01"
239844,"Heather","Alpin","Senior Engineer","1999-10-09","9999-01-01"
239846,"Cristinel","Beilner","Engineer","1985-06-18","1994-06-18"
239846,"Cristinel","Beilner","Senior Engineer","1994-06-18","9999-01-01"
239847,"Make","Isard","Senior Staff","1998-03-10","9999-01-01"
239847,"Make","Isard","Staff","1992-03-10","1998-03-10"
239853,"Chaoyi","Koprowski","Staff","1998-12-11","9999-01-01"
239854,"Mostafa","Waleschkowski","Engineer","1999-07-10","9999-01-01"
239857,"Huican","Naudin","Engineer","1998-07-26","9999-01-01"
239859,"Adam","Keirsey","Senior Staff","1988-10-24","1990-09-11"
239866,"Divine","Denny","Senior Staff","1994-10-18","9999-01-01"
239866,"Divine","Denny","Staff","1985-10-18","1994-10-18"
239871,"Xiaopeng","Hatcliff","Senior Staff","1993-04-17","9999-01-01"
239872,"Frazer","Schwartzburd","Senior Staff","2000-11-14","9999-01-01"
239872,"Frazer","Schwartzburd","Staff","1993-11-14","2000-11-14"
239873,"Mohd","Baaz","Engineer","1997-06-23","2002-06-23"
239873,"Mohd","Baaz","Senior Engineer","2002-06-23","9999-01-01"
239879,"Carrsten","Waleschkowski","Engineer","1996-09-27","2000-06-22"
239886,"Kellyn","Broomell","Engineer","1986-09-20","1994-03-08"
239887,"Sailaja","Chiola","Senior Staff","1996-02-15","9999-01-01"
239891,"Percy","Tischendorf","Assistant Engineer","1997-09-16","2001-01-08"
239892,"Saeed","Waschkowski","Senior Staff","1993-06-04","9999-01-01"
239894,"Anestis","Rahimi","Senior Staff","2001-10-31","9999-01-01"
239894,"Anestis","Rahimi","Staff","1995-11-01","2001-10-31"
239896,"Shuzo","Hasenauer","Senior Staff","1994-03-03","9999-01-01"
239896,"Shuzo","Hasenauer","Staff","1985-03-03","1994-03-03"
239901,"Shushma","Munck","Engineer","1991-08-10","1996-08-09"
239901,"Shushma","Munck","Senior Engineer","1996-08-09","9999-01-01"
239904,"Marsja","Caine","Engineer","1986-12-28","1995-12-28"
239904,"Marsja","Caine","Senior Engineer","1995-12-28","9999-01-01"
239910,"Hilari","Cusworth","Engineer","1995-09-14","2001-09-13"
239910,"Hilari","Cusworth","Senior Engineer","2001-09-13","9999-01-01"
239912,"Bartek","Litzler","Senior Staff","1991-07-21","9999-01-01"
239912,"Bartek","Litzler","Staff","1985-07-21","1991-07-21"
239917,"Soenke","Christ","Engineer","1993-09-16","2001-09-16"
239917,"Soenke","Christ","Senior Engineer","2001-09-16","9999-01-01"
239919,"Mariangiola","Kusakabe","Senior Staff","1996-01-27","9999-01-01"
239919,"Mariangiola","Kusakabe","Staff","1991-01-27","1996-01-27"
239921,"Teiji","Siprelle","Senior Staff","1986-04-04","9999-01-01"
239922,"Teunis","Feldmann","Senior Staff","1991-05-17","9999-01-01"
239923,"Mitchel","Litzkow","Engineer","1999-12-21","9999-01-01"
239924,"Hidde","Shackell","Senior Staff","1998-09-22","9999-01-01"
239924,"Hidde","Shackell","Staff","1993-09-22","1998-09-22"
239925,"Hugo","Ellozy","Staff","1998-11-07","9999-01-01"
239927,"Theron","Riefers","Senior Staff","1994-03-25","9999-01-01"
239927,"Theron","Riefers","Staff","1985-03-25","1994-03-25"
239929,"Uli","Thiran","Engineer","1999-12-02","9999-01-01"
239931,"Joydip","DuBourdieux","Senior Engineer","1996-01-18","9999-01-01"
239934,"Lalit","Tyugu","Engineer","1987-09-15","1994-09-15"
239934,"Lalit","Tyugu","Senior Engineer","1994-09-15","1995-02-08"
239936,"Yakichi","Chandrasekhar","Assistant Engineer","1991-05-30","2000-05-29"
239936,"Yakichi","Chandrasekhar","Engineer","2000-05-29","9999-01-01"
239939,"Uli","Bazelow","Technique Leader","1988-06-18","9999-01-01"
239944,"Mariangiola","Fritzsche","Senior Staff","1993-03-21","9999-01-01"
239944,"Mariangiola","Fritzsche","Staff","1988-03-21","1993-03-21"
239948,"Rildo","Choobineh","Engineer","1993-09-09","1998-09-09"
239948,"Rildo","Choobineh","Senior Engineer","1998-09-09","9999-01-01"
239955,"Pantung","Gihr","Senior Staff","2002-03-14","9999-01-01"
239955,"Pantung","Gihr","Staff","1993-03-14","2002-03-14"
239958,"Otilia","Bahr","Engineer","1988-04-21","1993-04-21"
239958,"Otilia","Bahr","Senior Engineer","1993-04-21","1993-05-07"
239959,"Nahid","Bahk","Senior Staff","1998-08-04","9999-01-01"
239964,"Eirik","Speek","Staff","1991-02-02","1996-05-25"
239965,"Toney","Schwabacher","Engineer","1996-03-01","9999-01-01"
239971,"Arunachalam","Baalen","Senior Staff","1996-07-06","9999-01-01"
239971,"Arunachalam","Baalen","Staff","1991-07-07","1996-07-06"
239972,"Masamitsu","Gire","Engineer","1992-02-11","1999-02-11"
239972,"Masamitsu","Gire","Senior Engineer","1999-02-11","9999-01-01"
239976,"Heping","Hutter","Senior Staff","1999-07-11","9999-01-01"
239978,"Tran","Bondorf","Assistant Engineer","1998-11-06","9999-01-01"
239979,"Radhia","Radwan","Senior Staff","1999-02-03","9999-01-01"
239979,"Radhia","Radwan","Staff","1990-02-03","1999-02-03"
239982,"Xudong","Hebden","Engineer","1999-04-19","2000-09-10"
239983,"Amstein","Erva","Technique Leader","1995-08-28","9999-01-01"
239988,"Houman","Harnett","Senior Staff","1997-02-14","9999-01-01"
239988,"Houman","Harnett","Staff","1991-02-15","1997-02-14"
239989,"Tsvetan","Vakili","Senior Staff","1992-12-20","9999-01-01"
239989,"Tsvetan","Vakili","Staff","1986-12-21","1992-12-20"
239995,"Kotesh","Simmel","Senior Engineer","1997-08-01","9999-01-01"
240004,"Danel","Veevers","Staff","1997-10-03","9999-01-01"
240005,"Xiaoshan","Selvestrel","Senior Staff","1990-01-19","9999-01-01"
240006,"Malu","Braunschweig","Engineer","1995-04-25","2000-03-08"
240014,"Manibrata","Swiler","Engineer","1991-09-29","1998-09-29"
240014,"Manibrata","Swiler","Senior Engineer","1998-09-29","9999-01-01"
240019,"Prasadram","Yetto","Engineer","1992-07-26","1999-07-27"
240019,"Prasadram","Yetto","Senior Engineer","1999-07-27","9999-01-01"
240040,"Reinhard","Beznosov","Senior Engineer","1989-03-11","9999-01-01"
240052,"Surveyors","Besselaar","Engineer","1989-07-07","1994-07-07"
240052,"Surveyors","Besselaar","Senior Engineer","1994-07-07","9999-01-01"
240055,"Bernice","Kumaresan","Engineer","1988-02-18","1993-02-17"
240055,"Bernice","Kumaresan","Senior Engineer","1993-02-17","9999-01-01"
240057,"Leszek","Baar","Staff","1992-09-28","1996-08-29"
240060,"Anwar","Reinhard","Senior Staff","1996-03-02","9999-01-01"
240061,"Candido","Candan","Engineer","1996-08-21","9999-01-01"
240062,"Lucian","Maquelin","Engineer","1997-01-30","2002-01-30"
240062,"Lucian","Maquelin","Senior Engineer","2002-01-30","9999-01-01"
240064,"Bernd","Motley","Engineer","1999-07-22","9999-01-01"
240065,"Yishay","Demir","Engineer","1995-04-06","1997-04-05"
240066,"Fumitaka","Azuma","Assistant Engineer","1986-11-19","1987-03-21"
240070,"Gaurav","Gischer","Engineer","1997-04-15","1998-07-03"
240072,"Insup","Marwedel","Technique Leader","1992-10-11","9999-01-01"
240083,"Huan","Kroon","Assistant Engineer","1992-07-29","1997-07-29"
240083,"Huan","Kroon","Engineer","1997-07-29","2002-07-29"
240083,"Huan","Kroon","Senior Engineer","2002-07-29","9999-01-01"
240086,"Demos","Tasistro","Technique Leader","1990-09-10","9999-01-01"
240091,"Sham","Snyers","Assistant Engineer","1993-03-17","1994-09-03"
240094,"Maria","Daescu","Senior Staff","1990-07-26","9999-01-01"
240094,"Maria","Daescu","Staff","1985-07-26","1990-07-26"
240097,"Godehard","Kitai","Engineer","1986-01-04","1995-01-04"
240097,"Godehard","Kitai","Senior Engineer","1995-01-04","9999-01-01"
240099,"Thanasis","Slobodova","Senior Staff","1995-11-25","9999-01-01"
240105,"Duke","Erol","Engineer","1998-05-24","1999-09-18"
240106,"Hercules","Luga","Staff","1996-07-15","9999-01-01"
240107,"Woody","Neimat","Engineer","1990-12-29","1999-12-29"
240107,"Woody","Neimat","Senior Engineer","1999-12-29","9999-01-01"
240112,"Subbu","Marciano","Senior Staff","1994-08-03","9999-01-01"
240112,"Subbu","Marciano","Staff","1986-08-03","1994-08-03"
240118,"Sajjad","Farrel","Staff","1997-04-28","2001-10-02"
240122,"Gina","Junet","Senior Staff","1997-10-05","9999-01-01"
240122,"Gina","Junet","Staff","1990-10-05","1997-10-05"
240129,"Roddy","Karnin","Technique Leader","1987-09-09","9999-01-01"
240134,"Lidong","Mattern","Senior Staff","1986-02-26","9999-01-01"
240135,"Kwok","Gien","Senior Engineer","1995-10-23","9999-01-01"
240137,"Zhanqiu","Deyuan","Engineer","1995-09-23","9999-01-01"
240140,"Kristina","Setlzner","Senior Staff","1993-07-04","9999-01-01"
240140,"Kristina","Setlzner","Staff","1988-07-04","1993-07-04"
240141,"Hisao","Emmart","Engineer","1988-10-24","1993-10-24"
240141,"Hisao","Emmart","Senior Engineer","1993-10-24","9999-01-01"
240143,"Tremaine","Demri","Senior Staff","1985-05-07","9999-01-01"
240146,"Joydip","Orlowski","Engineer","1985-05-02","1994-05-02"
240146,"Joydip","Orlowski","Senior Engineer","1994-05-02","9999-01-01"
240152,"Masali","Yoshimura","Senior Engineer","1989-07-03","1992-02-12"
240155,"Eirik","Rehfuss","Senior Engineer","1993-03-30","9999-01-01"
240156,"Hisao","Heijenga","Engineer","1996-04-05","9999-01-01"
240159,"Arfst","Ratzlaff","Technique Leader","1997-10-01","2001-11-08"
240160,"Abdelghani","Clouatre","Senior Engineer","1985-03-15","9999-01-01"
240163,"Shugo","Ghazalie","Engineer","1993-12-17","2000-12-17"
240163,"Shugo","Ghazalie","Senior Engineer","2000-12-17","9999-01-01"
240168,"Aria","Chenney","Senior Staff","1993-02-18","9999-01-01"
240174,"Shuji","Restivo","Senior Staff","1985-11-15","1997-06-19"
240181,"Goetz","Luan","Senior Staff","1995-10-18","9999-01-01"
240181,"Goetz","Luan","Staff","1989-10-18","1995-10-18"
240185,"Arup","Falck","Technique Leader","1997-03-08","1998-08-09"
240189,"Ramachenga","Koshino","Staff","1997-03-16","9999-01-01"
240191,"Toong","Schwartzbauer","Senior Staff","1992-02-05","9999-01-01"
240193,"Jaber","Vesel","Staff","1996-11-17","1997-05-10"
240194,"Limsoon","Suppi","Engineer","1987-01-22","1988-12-07"
240196,"Xianlong","Vigier","Senior Staff","1994-02-01","9999-01-01"
240196,"Xianlong","Vigier","Staff","1988-02-02","1994-02-01"
240198,"Dmitri","Menyhert","Senior Staff","1991-12-31","9999-01-01"
240204,"Duke","Vandervoorde","Engineer","1988-08-20","1993-08-20"
240204,"Duke","Vandervoorde","Senior Engineer","1993-08-20","9999-01-01"
240206,"Utz","Deville","Engineer","1999-08-29","9999-01-01"
240208,"Eishiro","Dusink","Engineer","1985-07-11","1990-07-11"
240208,"Eishiro","Dusink","Senior Engineer","1990-07-11","9999-01-01"
240212,"Jaber","Lund","Staff","1999-06-03","9999-01-01"
240217,"Ger","Akiyama","Senior Staff","2000-09-11","9999-01-01"
240217,"Ger","Akiyama","Staff","1992-09-11","2000-09-11"
240218,"Yonghong","Akazan","Senior Staff","1993-07-14","9999-01-01"
240218,"Yonghong","Akazan","Staff","1986-07-14","1993-07-14"
240219,"Moheb","Cromarty","Senior Staff","1993-09-14","1998-11-14"
240219,"Moheb","Cromarty","Staff","1985-09-14","1993-09-14"
240228,"Sangeeta","Lubachevsky","Senior Staff","1991-06-12","9999-01-01"
240235,"Mantis","Meszaros","Senior Engineer","1999-10-09","2001-08-30"
240240,"Vitali","Ratzlaff","Senior Staff","1996-07-12","9999-01-01"
240240,"Vitali","Ratzlaff","Staff","1991-07-13","1996-07-12"
240241,"Aimee","Ginesta","Engineer","1988-08-02","1997-08-02"
240241,"Aimee","Ginesta","Senior Engineer","1997-08-02","9999-01-01"
240242,"Tran","Tanemo","Staff","1996-03-05","1998-08-09"
240248,"Domenico","Comyn","Engineer","1989-12-05","1994-12-05"
240248,"Domenico","Comyn","Senior Engineer","1994-12-05","9999-01-01"
240258,"Zsolt","Bojadziev","Senior Staff","2000-03-18","9999-01-01"
240258,"Zsolt","Bojadziev","Staff","1991-03-19","2000-03-18"
240260,"Fumiya","Herber","Senior Staff","1985-03-23","9999-01-01"
240268,"Masanao","Iwayama","Technique Leader","1988-06-09","9999-01-01"
240269,"Breannda","Conte","Senior Staff","1998-07-27","9999-01-01"
240287,"Horward","Weedon","Engineer","1989-09-27","1997-09-27"
240287,"Horward","Weedon","Senior Engineer","1997-09-27","9999-01-01"
240289,"Jeane","Sidhu","Engineer","1985-06-10","1991-06-10"
240289,"Jeane","Sidhu","Senior Engineer","1991-06-10","9999-01-01"
240290,"Pohua","Munck","Engineer","1986-04-11","1992-12-28"
240292,"Steve","Selenyi","Senior Staff","2000-08-23","9999-01-01"
240292,"Steve","Selenyi","Staff","1991-08-24","2000-08-23"
240298,"Mara","Munke","Engineer","1998-02-13","9999-01-01"
240301,"Bader","Cronau","Staff","1998-01-03","9999-01-01"
240305,"Zhilian","Range","Senior Engineer","1991-02-08","9999-01-01"
240307,"Marsha","Claffy","Senior Engineer","1997-11-21","2000-12-09"
240308,"Jordanka","Beeson","Senior Staff","1987-03-21","9999-01-01"
240309,"Roselyn","Angel","Assistant Engineer","1988-02-19","1996-02-19"
240309,"Roselyn","Angel","Engineer","1996-02-19","9999-01-01"
240312,"Filipe","Waschkowski","Staff","1998-02-15","1999-08-06"
240313,"Sandeepan","Krupka","Engineer","1985-05-05","1991-05-05"
240313,"Sandeepan","Krupka","Senior Engineer","1991-05-05","9999-01-01"
240321,"Mary","Bugaenko","Senior Staff","1996-01-11","9999-01-01"
240321,"Mary","Bugaenko","Staff","1990-01-11","1996-01-11"
240322,"Mansur","Peck","Staff","1996-08-03","9999-01-01"
240325,"Jinxi","Ducloy","Engineer","1996-02-11","2002-02-10"
240325,"Jinxi","Ducloy","Senior Engineer","2002-02-10","9999-01-01"
240328,"Zhensheng","Biron","Engineer","1992-08-10","1993-06-03"
240330,"Aksel","Terlouw","Engineer","1997-02-22","9999-01-01"
240332,"Sachio","Talmon","Staff","1997-01-29","9999-01-01"
240339,"Subbu","Clouatre","Staff","1998-10-06","9999-01-01"
240341,"Constantijn","Vendrig","Senior Staff","1992-01-30","9999-01-01"
240341,"Constantijn","Vendrig","Staff","1987-01-30","1992-01-30"
240342,"Flemming","Sooriamurthi","Engineer","1991-03-27","1996-03-26"
240342,"Flemming","Sooriamurthi","Senior Engineer","1996-03-26","9999-01-01"
240344,"Sarita","Koyama","Assistant Engineer","1985-07-11","1990-07-11"
240344,"Sarita","Koyama","Engineer","1990-07-11","1995-07-11"
240344,"Sarita","Koyama","Senior Engineer","1995-07-11","9999-01-01"
240346,"Roded","Angelov","Senior Staff","2000-12-31","9999-01-01"
240346,"Roded","Angelov","Staff","1992-12-31","2000-12-31"
240347,"Chaitali","Slaats","Engineer","1993-04-12","1998-01-21"
240348,"Paloma","Bolotov","Engineer","1993-07-06","2002-07-06"
240348,"Paloma","Bolotov","Senior Engineer","2002-07-06","9999-01-01"
240352,"Rimon","Rubsam","Engineer","1985-09-26","1994-09-26"
240352,"Rimon","Rubsam","Senior Engineer","1994-09-26","9999-01-01"
240356,"Oscar","Mondadori","Senior Staff","2001-03-06","9999-01-01"
240356,"Oscar","Mondadori","Staff","1996-03-06","2001-03-06"
240360,"Mary","Pelz","Senior Staff","1991-08-19","9999-01-01"
240360,"Mary","Pelz","Staff","1985-08-19","1991-08-19"
240361,"Vesna","Dehkordi","Staff","1990-11-30","1999-08-07"
240364,"Tonny","Milicia","Senior Staff","1996-03-23","9999-01-01"
240365,"Ishfaq","Chandrasekhar","Staff","1996-10-01","2001-02-26"
